"y","x1","x2","x3","x4","x5","x6","x7"
95.97,96.44,96.9,-46.65,26,20,6,46
96.32,96.79,97.25,-47.7,26,20,6,46
96.38,96.85,97.31,4.31,25,19,6,44
96.47,96.94,97.39,1.32,26,19,7,45
96.4,96.9,97.43,1.29,26,20,6,46
96.57,97.06,97.53,11.18,24,20,4,44
96.68,97.14,97.59,9.17,22,20,2,42
96.66,97.11,97.51,8.14,22,20,2,42
96.89,97.35,97.75,8.14,22,20,2,42
96.93,97.41,97.94,12.46,25,19,6,44
96.87,97.33,97.78,12.38,23,20,3,43
96.67,97.15,97.66,2.44,25,19,6,44
96.75,97.23,97.69,1.33,23,21,2,44
96.82,97.29,97.77,12.13,21,20,1,41
96.94,97.41,97.92,1.96,20,23,-3,43
96.88,97.34,97.79,-0.37,20,25,-5,45
96.69,97.15,97.6,-0.44,19,26,-7,45
96.64,97.11,97.53,-1.84,18,29,-11,47
96.86,97.32,97.73,-1.25,20,26,-6,46
96.77,97.24,97.69,-0.94,20,27,-7,47
96.85,97.31,97.76,-2.21,20,27,-7,47
96.88,97.33,97.79,-2.3,21,27,-6,48
96.78,97.24,97.67,-2.36,20,28,-8,48
96.66,97.13,97.54,-2.86,20,29,-9,49
96.67,97.13,97.6,0.39,19,25,-6,44
96.61,97.06,97.47,0.74,20,23,-3,43
96.71,97.16,97.57,1.73,21,23,-2,44
96.64,97.07,97.5,1.68,21,24,-3,45
96.67,97.14,97.59,1.73,21,23,-2,44
96.65,97.13,97.56,1.73,21,23,-2,44
96.63,97.09,97.54,1.73,21,23,-2,44
96.66,97.1,97.54,1.73,21,23,-2,44
96.65,97.09,97.51,1.73,21,23,-2,44
96.56,97.04,97.49,1.78,21,23,-2,44
96.66,97.11,97.48,1.78,21,23,-2,44
96.62,97.04,97.51,1.78,21,23,-2,44
96.62,97.06,97.51,1.78,21,23,-2,44
96.67,97.13,97.55,1.78,21,23,-2,44
96.56,97.02,97.47,1.78,21,23,-2,44
96.61,97.05,97.47,1.78,21,23,-2,44
96.63,97.07,97.5,1.73,20,24,-4,44
96.65,97.12,97.58,1.73,20,24,-4,44
96.65,97.12,97.58,1.73,20,24,-4,44
96.63,97.13,97.56,1.73,20,24,-4,44
96.63,97.08,97.52,1.74,20,24,-4,44
96.67,97.13,97.57,1.69,19,25,-6,44
96.57,97.02,97.48,1.69,19,25,-6,44
96.52,96.97,97.34,1.69,19,25,-6,44
96.34,96.79,97.26,1.69,19,25,-6,44
96.35,96.82,97.2,0.45,19,25,-6,44
96.24,96.7,97.16,1.35,21,23,-2,44
96.11,96.6,97.08,1.3,20,24,-4,44
96.06,96.53,96.99,1.44,21,23,-2,44
96.04,96.52,96.97,2.55,22,20,2,42
96.11,96.59,96.98,2.64,21,20,1,41
96.01,96.49,96.98,2.74,21,20,1,41
95.62,96.1,96.5,2.74,21,20,1,41
95.33,95.81,96.35,2.55,21,20,1,41
95.31,95.77,96.2,3.58,23,20,3,43
95.2,95.66,96.11,2.85,24,20,4,44
95.48,95.94,96.4,2.97,26,17,9,43
95.4,95.85,96.33,13.03,28,15,13,43
95.66,96.16,96.63,13,28,14,14,42
96.19,96.66,97.12,13.18,26,15,11,41
96.43,96.89,97.38,12.31,27,17,10,44
96.87,97.34,97.8,12.44,27,17,10,44
96.73,97.2,97.73,11.31,20,23,-3,43
96.61,97.07,97.53,11.09,19,25,-6,44
96.6,97.07,97.6,11.01,18,25,-7,43
96.55,97.01,97.48,10.15,18,28,-10,46
96.64,97.11,97.57,10.08,18,27,-9,45
96.73,97.2,97.68,10.67,18,24,-6,42
96.73,97.2,97.62,10.68,19,23,-4,42
96.84,97.32,97.76,10.7,19,23,-4,42
96.83,97.32,97.77,9.68,17,26,-9,43
96.78,97.25,97.81,9.68,17,26,-9,43
96.86,97.26,97.81,8.18,16,26,-10,42
96.85,97.32,97.79,8.18,16,26,-10,42
96.83,97.32,97.78,8.18,16,26,-10,42
96.83,97.3,97.74,7.68,16,25,-9,41
96.8,97.24,97.8,7.68,16,25,-9,41
96.82,97.3,97.8,8.68,16,25,-9,41
96.74,97.24,97.74,8.68,16,25,-9,41
96.72,97.21,97.69,9.68,16,25,-9,41
96.77,97.25,97.62,9.68,16,25,-9,41
96.79,97.22,97.62,9.68,16,25,-9,41
96.79,97.27,97.62,8.68,16,25,-9,41
96.78,97.26,97.62,8.68,16,25,-9,41
96.77,97.24,97.62,8.65,15,25,-10,40
96.74,97.2,97.67,8.65,15,25,-10,40
96.75,97.2,97.67,8.65,15,25,-10,40
96.78,97.27,97.67,8.65,15,25,-10,40
96.7,97.18,97.63,8.65,15,25,-10,40
96.58,97.05,97.59,8.67,16,24,-8,40
96.51,96.99,97.44,8.67,17,24,-7,41
96.9,97.4,97.83,8.77,18,23,-5,41
96.79,97.26,97.7,9.77,18,23,-5,41
96.75,97.23,97.66,9.52,16,25,-9,41
96.8,97.28,97.76,9.52,16,25,-9,41
96.92,97.38,97.84,9.52,16,25,-9,41
96.92,97.39,97.9,10.01,17,26,-9,43
96.97,97.45,97.91,10.01,17,26,-9,43
96.89,97.36,97.84,10.01,17,26,-9,43
96.99,97.46,97.93,10.02,18,25,-7,43
96.76,97.25,97.75,10.02,18,25,-7,43
96.68,97.18,97.65,10.5,17,27,-10,44
96.61,97.09,97.57,10.51,17,26,-9,43
96.99,97.47,97.95,9.21,17,28,-11,45
96.86,97.35,97.87,8.91,18,26,-8,44
96.11,96.58,97.09,9.11,19,26,-7,45
96.06,96.54,96.99,9.36,17,22,-5,39
96.01,96.51,97.02,8.12,16,25,-9,41
95.94,96.43,96.94,9.86,18,20,-2,38
95.75,96.24,96.77,10.05,19,20,-1,39
95.89,96.39,96.89,9.37,20,21,-1,41
95.72,96.21,96.78,11.42,22,19,3,41
95.89,96.39,96.92,11.11,25,20,5,45
95.84,96.36,96.89,13.02,23,19,4,42
95.84,96.37,96.88,12.45,22,20,2,42
95.74,96.27,96.78,17.47,24,19,5,43
95.81,96.35,96.88,17.47,24,19,5,43
95.81,96.33,96.83,17.32,24,19,5,43
95.87,96.39,96.83,17.32,24,19,5,43
95.91,96.44,96.96,16.42,23,19,4,42
95.95,96.46,96.96,16.41,23,19,4,42
95.83,96.35,96.9,16.41,23,19,4,42
95.79,96.37,96.84,16.41,23,19,4,42
95.76,96.28,96.8,16.41,23,19,4,42
95.8,96.31,96.86,16.41,23,19,4,42
95.94,96.4,96.96,16.32,23,19,4,42
95.94,96.48,97.01,16.32,23,19,4,42
96.08,96.61,97.09,16.27,22,19,3,41
96.17,96.68,97.22,15.74,21,20,1,41
96.11,96.65,97.17,15.34,21,20,1,41
96.15,96.69,97.17,15.34,21,20,1,41
96.09,96.61,97.1,15.34,21,20,1,41
96.09,96.61,97.1,15.34,21,20,1,41
96.08,96.59,97.14,15.34,21,20,1,41
96.15,96.66,97.17,14.34,21,21,0,42
96.09,96.66,97.13,9.34,20,21,-1,41
96,96.49,97.03,9.33,19,21,-2,40
95.97,96.5,96.98,9.33,19,21,-2,40
95.98,96.47,97.14,9.37,20,20,0,40
95.85,96.38,96.93,9.36,19,20,-1,39
95.99,96.49,97,15.37,21,19,2,40
95.98,96.5,97.03,15.47,22,19,3,41
96,96.5,97.04,15.44,22,20,2,42
96.07,96.58,97.16,15.46,23,20,3,43
96.15,96.67,97.19,10.35,20,20,0,40
96.24,96.76,97.27,10.3,19,20,-1,39
96.29,96.81,97.31,9.85,19,20,-1,39
96.04,96.55,97.03,9.55,19,21,-2,40
95.98,96.5,97.04,10.65,20,20,0,40
95.95,96.47,96.92,9.46,20,23,-3,43
96.39,96.89,97.38,11.31,21,21,0,42
96.28,96.78,97.3,10.49,21,20,1,41
96.42,96.93,97.45,11.73,21,20,1,41
96.3,96.81,97.35,11.68,21,20,1,41
96.37,96.87,97.45,11.63,21,20,1,41
96.19,96.72,97.25,10.41,22,23,-1,45
95.72,96.25,96.78,10.15,23,23,0,46
95.57,96.11,96.66,10.67,23,20,3,43
95.69,96.24,96.76,12.76,23,18,5,41
95.74,96.27,96.83,13.43,23,18,5,41
95.72,96.27,96.85,13.43,23,18,5,41
95.69,96.25,96.81,13.66,23,19,4,42
95.76,96.29,96.87,13.62,23,20,3,43
95.78,96.33,96.92,13.47,22,22,0,44
95.8,96.35,96.91,13.47,22,22,0,44
95.77,96.33,96.87,13.47,22,22,0,44
95.76,96.31,96.87,13.31,21,21,0,42
95.81,96.34,96.87,13.31,21,21,0,42
95.76,96.3,96.87,17.71,22,21,1,43
95.87,96.41,96.97,17.71,22,21,1,43
95.8,96.35,96.91,17.71,22,21,1,43
95.81,96.39,96.92,17.71,22,21,1,43
95.76,96.3,96.88,17.71,22,21,1,43
95.7,96.24,96.88,17.71,22,21,1,43
95.69,96.24,96.88,17.71,22,21,1,43
95.76,96.3,96.88,17.71,22,21,1,43
95.73,96.28,96.88,17.71,22,21,1,43
95.69,96.26,96.8,17.71,22,21,1,43
95.65,96.18,96.76,17.71,22,21,1,43
95.65,96.2,96.76,17.71,22,21,1,43
95.63,96.17,96.69,17.71,22,21,1,43
95.55,96.11,96.69,17.71,22,21,1,43
95.64,96.17,96.69,15.71,22,22,0,44
95.62,96.15,96.73,15.71,22,22,0,44
95.56,96.1,96.73,15.76,23,21,2,44
95.52,96.09,96.64,15.76,23,21,2,44
95.57,96.12,96.67,17.91,23,20,3,43
95.6,96.14,96.72,17.92,23,21,2,44
95.81,96.36,96.91,17.92,23,21,2,44
95.69,96.24,96.73,15.8,23,21,2,44
95.61,96.13,96.67,15.82,23,21,2,44
95.43,95.98,96.5,15.82,23,21,2,44
95.35,95.88,96.47,15.96,25,19,6,44
95.41,95.97,96.51,19.01,26,19,7,45
95.59,96.13,96.63,16.06,27,19,8,46
95.31,95.85,96.34,15.96,26,20,6,46
95.33,95.88,96.4,15.76,25,22,3,47
95.48,96.02,96.56,12.2,23,20,3,43
95.46,96,96.52,12.14,24,19,5,43
95.44,95.96,96.48,14.38,23,19,4,42
95.66,96.19,96.72,14.4,23,18,5,41
96.34,96.87,97.38,13.8,21,22,-1,43
96.73,97.25,97.77,12.34,18,21,-3,39
96.81,97.35,97.85,11.51,15,24,-9,39
96.84,97.37,97.86,11.42,14,25,-11,39
96.74,97.28,97.8,9.08,13,29,-16,42
96.78,97.32,97.86,8.69,14,29,-15,43
97.01,97.57,98.09,7.6,13,28,-15,41
96.91,97.46,97.97,8.77,15,28,-13,43
96.98,97.52,98.04,7.81,12,30,-18,42
96.98,97.54,98.08,1.8,12,32,-20,44
97.02,97.54,98.08,1.8,12,32,-20,44
97,97.57,98.08,1.25,12,33,-21,45
97.03,97.54,98.05,1.25,12,33,-21,45
96.89,97.43,98.05,1.25,12,33,-21,45
96.94,97.48,97.99,-4.25,12,32,-20,44
96.86,97.39,97.99,-4.25,12,32,-20,44
96.88,97.41,97.92,-4.25,12,32,-20,44
96.91,97.49,98,-4.25,12,32,-20,44
96.9,97.45,98,-4.25,12,32,-20,44
96.89,97.43,97.9,-4.25,12,32,-20,44
96.9,97.44,97.9,-4.25,12,32,-20,44
96.87,97.41,97.9,-4.2,12,32,-20,44
96.87,97.43,97.9,-4.2,12,32,-20,44
96.85,97.42,97.94,-4.1,12,31,-19,43
96.92,97.46,97.94,-4.1,12,31,-19,43
96.87,97.4,97.92,-4.1,12,31,-19,43
96.91,97.44,98.01,-4.1,12,31,-19,43
96.91,97.44,98.01,-4,12,30,-18,42
96.91,97.45,97.95,-4.5,12,31,-19,43
96.88,97.42,97.95,-4.61,12,31,-19,43
96.88,97.42,97.95,-4.61,12,31,-19,43
96.78,97.33,97.82,-4.61,12,31,-19,43
96.77,97.31,97.8,-4.5,13,30,-17,43
96.8,97.35,97.79,-4.55,13,30,-17,43
96.69,97.22,97.72,-4.9,13,31,-18,44
96.79,97.3,97.83,-4.9,13,31,-18,44
97.01,97.56,98.07,-4.9,13,31,-18,44
97.32,97.85,98.32,-4.35,15,30,-15,45
97.32,97.85,98.38,-5.73,15,30,-15,45
97.22,97.77,98.28,-5.25,15,31,-16,46
97.31,97.84,98.36,-5.75,15,32,-17,47
97.73,98.26,98.71,1.26,16,31,-15,47
97.69,98.23,98.68,-1.12,15,31,-16,46
97.41,97.93,98.43,-8.24,13,35,-22,48
97.48,98.01,98.52,-8.37,15,34,-19,49
97.56,98.08,98.57,-8.87,14,34,-20,48
97.58,98.12,98.6,-7.02,18,33,-15,51
97.25,97.78,98.31,-6.92,19,33,-14,52
97.33,97.86,98.37,-8.76,17,35,-18,52
97.5,98.04,98.56,-6.33,18,34,-16,52
97.47,98,98.48,-6.14,18,34,-16,52
97.48,98.01,98.5,-8.3,17,34,-17,51
97.56,98.11,98.64,-8.3,17,34,-17,51
97.48,98.05,98.57,-8.35,16,35,-19,51
97.48,98.05,98.57,-7.63,15,35,-20,50
97.46,98.02,98.52,-7.05,16,33,-17,49
97.44,98.02,98.53,-6.55,16,32,-16,48
97.44,98,98.5,-6.55,16,32,-16,48
97.5,98.05,98.54,-6.55,16,32,-16,48
97.57,98.14,98.63,-6.55,16,33,-17,49
97.58,98.13,98.62,-7.55,14,33,-19,47
97.6,98.15,98.65,-7.57,14,33,-19,47
97.57,98.13,98.65,-7.62,13,33,-20,46
97.6,98.15,98.65,-7.62,13,33,-20,46
97.59,98.14,98.65,-7.62,13,33,-20,46
97.59,98.13,98.65,-7.62,13,33,-20,46
97.62,98.17,98.65,-7.62,13,33,-20,46
97.6,98.12,98.65,-7.62,13,33,-20,46
97.53,98.07,98.61,-5.62,13,33,-20,46
97.59,98.13,98.62,4.38,13,32,-19,45
97.62,98.17,98.66,4.38,13,32,-19,45
97.64,98.17,98.68,4.38,13,32,-19,45
97.61,98.14,98.68,4.38,13,32,-19,45
97.6,98.14,98.63,4.43,13,32,-19,45
97.59,98.14,98.6,4.43,13,32,-19,45
97.61,98.16,98.63,4.08,13,32,-19,45
97.53,98.08,98.56,3.93,13,32,-19,45
97.64,98.18,98.68,3.93,13,32,-19,45
97.59,98.16,98.7,-6.07,13,33,-20,46
97.66,98.22,98.68,-6.07,13,33,-20,46
97.62,98.18,98.67,-6.07,13,33,-20,46
97.61,98.16,98.64,-6.07,13,33,-20,46
97.64,98.18,98.67,-6.14,13,34,-21,47
97.64,98.18,98.67,-6.14,13,34,-21,47
97.63,98.2,98.67,-6.06,14,33,-19,47
97.7,98.24,98.72,-6.01,14,33,-19,47
97.93,98.47,98.95,-6.01,14,33,-19,47
97.85,98.4,98.86,-5.92,15,33,-18,48
97.76,98.3,98.79,-5.46,16,33,-17,49
98.02,98.57,99.08,-5.46,16,33,-17,49
97.89,98.45,98.92,-6.95,15,32,-17,47
97.73,98.3,98.78,-7,15,32,-17,47
97.76,98.31,98.8,-7.6,14,34,-20,48
97.34,97.89,98.4,-32.79,13,39,-26,52
97.42,97.97,98.5,-2.7,13,35,-22,48
97.44,98,98.47,-22.38,15,33,-18,48
97.41,97.95,98.45,-1.85,15,30,-15,45
97.5,98.04,98.55,-2.67,13,32,-19,45
97.49,98.04,98.57,-1.12,14,31,-17,45
97.24,97.8,98.31,-1.08,14,32,-18,46
97.03,97.62,98.16,-3.48,13,33,-20,46
97.04,97.62,98.17,1.29,17,27,-10,44
97.1,97.68,98.2,0.82,15,26,-11,41
97.14,97.72,98.29,0.81,14,27,-13,41
97.16,97.73,98.25,-0.59,14,28,-14,42
97.18,97.75,98.25,-0.56,14,28,-14,42
97.2,97.79,98.3,-0.51,14,28,-14,42
97.16,97.72,98.22,-0.44,14,27,-13,41
97.13,97.73,98.25,-0.44,14,27,-13,41
97.14,97.72,98.23,-0.44,14,27,-13,41
97.11,97.7,98.23,-0.44,14,27,-13,41
97.15,97.72,98.25,-0.44,14,27,-13,41
97.18,97.75,98.27,-0.44,14,27,-13,41
97.23,97.8,98.3,-0.44,14,27,-13,41
97.19,97.78,98.3,-1.04,13,27,-14,40
97.15,97.73,98.3,-1.04,13,27,-14,40
97.13,97.73,98.25,-1.04,13,27,-14,40
97.14,97.72,98.25,-1.04,13,27,-14,40
97.12,97.71,98.29,-1.04,13,27,-14,40
97.15,97.73,98.23,-1.04,13,27,-14,40
97.15,97.73,98.23,-1.03,14,26,-12,40
97.17,97.74,98.23,-1.03,14,26,-12,40
97.12,97.7,98.28,-1.03,14,26,-12,40
96.95,97.57,98.07,-1.08,14,26,-12,40
97.07,97.63,98.12,0.41,14,27,-13,41
97.22,97.81,98.3,0.41,14,27,-13,41
97.36,97.96,98.48,-0.09,14,28,-14,42
97.28,97.87,98.38,0.43,14,27,-13,41
97.21,97.8,98.32,0.41,14,27,-13,41
97,97.61,98.11,0.4,14,27,-13,41
96.95,97.54,98.05,5.24,13,29,-16,42
96.87,97.45,97.99,0.25,14,28,-14,42
96.92,97.51,98.05,0.75,14,27,-13,41
97.03,97.62,98.17,0.75,14,27,-13,41
97.1,97.69,98.24,0.76,14,26,-12,40
97.18,97.77,98.29,0.75,14,27,-13,41
97.26,97.83,98.37,0.75,14,27,-13,41
97.4,97.98,98.5,20.79,16,28,-12,44
97.57,98.15,98.65,0.29,15,29,-14,44
97.48,98.07,98.58,-0.23,13,31,-18,44
97.39,97.98,98.48,-0.63,14,32,-18,46
97.43,98.01,98.49,-0.02,13,31,-18,44
97.69,98.26,98.75,-34.72,13,32,-19,45
97.43,98.01,98.51,-33.92,15,30,-15,45
97.34,97.92,98.41,-35.22,14,31,-17,45
97.33,97.91,98.42,-36.32,15,32,-17,47
97.31,97.92,98.41,-36.32,15,32,-17,47
97.3,97.9,98.41,-36.32,15,32,-17,47
97.28,97.87,98.43,-36.32,15,32,-17,47
97.38,97.95,98.45,-36.32,15,32,-17,47
97.39,97.96,98.45,-36.32,15,32,-17,47
97.29,97.85,98.35,-36.52,15,32,-17,47
97.3,97.87,98.35,-36.52,15,32,-17,47
97.35,97.88,98.38,-36.52,15,32,-17,47
97.34,97.91,98.43,-36.52,15,32,-17,47
97.34,97.91,98.43,-36.52,15,32,-17,47
97.32,97.9,98.43,-36.52,15,32,-17,47
97.32,97.9,98.43,-36.52,15,32,-17,47
97.28,97.84,98.32,-36.52,15,32,-17,47
97.34,97.88,98.4,-36.52,15,32,-17,47
97.32,97.9,98.45,-36.52,15,32,-17,47
97.39,97.97,98.5,-36.52,15,32,-17,47
97.45,98.03,98.55,-36.52,15,32,-17,47
97.4,97.97,98.52,-36.54,15,33,-18,48
97.36,97.94,98.44,-36.54,15,33,-18,48
97.32,97.89,98.45,-36.54,15,33,-18,48
97.31,97.88,98.4,-1.84,15,32,-17,47
97.36,97.92,98.4,-1.84,15,32,-17,47
97.22,97.79,98.36,-1.85,15,32,-17,47
97.23,97.78,98.31,-1.85,15,32,-17,47
97.17,97.75,98.3,-1.85,15,32,-17,47
97.19,97.75,98.26,-1.8,15,32,-17,47
97.08,97.65,98.16,-1.79,15,32,-17,47
96.99,97.57,98.09,-1.67,15,30,-15,45
96.85,97.42,97.9,-0.66,15,28,-13,43
96.85,97.43,97.96,-0.26,14,28,-14,42
96.82,97.4,97.94,-0.06,15,28,-13,43
96.83,97.41,97.92,0.08,16,28,-12,44
96.73,97.31,97.8,0.08,16,28,-12,44
96.86,97.43,97.95,0.01,16,29,-13,45
96.83,97.42,97.96,0.31,17,28,-11,45
96.68,97.25,97.81,0.31,16,27,-11,43
96.61,97.19,97.75,0.31,16,27,-11,43
96.85,97.44,97.99,-0.27,15,27,-12,42
95.79,96.36,96.85,2.26,16,23,-7,39
95.6,96.14,96.68,3.62,18,21,-3,39
95.43,95.97,96.47,13.78,21,19,2,40
95.58,96.15,96.66,15.8,26,18,8,44
95.57,96.13,96.66,14.82,25,17,8,42
95.54,96.08,96.6,19.2,27,17,10,44
95.5,96.05,96.58,14.47,28,17,11,45
95.62,96.17,96.7,14.47,28,17,11,45
95.78,96.33,96.85,20.87,29,16,13,45
95.53,96.08,96.61,20.87,29,16,13,45
95.94,96.49,97,17.63,27,16,11,43
95.89,96.42,96.95,17.58,26,17,9,43
95.88,96.43,96.94,17.12,26,16,10,42
95.95,96.48,97,15.12,24,16,8,40
95.95,96.48,96.96,15.12,24,16,8,40
95.97,96.49,96.98,15.12,24,16,8,40
96.08,96.61,97.11,13.12,24,16,8,40
95.56,96.08,96.57,12.12,23,16,7,39
95.63,96.16,96.67,12.12,23,16,7,39
95.75,96.27,96.73,11.62,23,15,8,38
95.77,96.29,96.76,11.62,23,15,8,38
95.72,96.25,96.75,11.62,23,15,8,38
95.66,96.19,96.68,11.62,23,15,8,38
95.62,96.15,96.65,11.62,23,15,8,38
95.62,96.16,96.65,11.62,23,15,8,38
95.65,96.17,96.67,11.62,23,15,8,38
95.64,96.15,96.67,11.62,23,15,8,38
95.65,96.18,96.67,11.47,22,16,6,38
95.61,96.13,96.65,11.47,22,16,6,38
95.65,96.17,96.67,11.47,22,16,6,38
95.66,96.19,96.69,11.47,22,16,6,38
95.69,96.21,96.69,11.47,22,16,6,38
95.58,96.11,96.69,11.52,23,15,8,38
95.6,96.12,96.61,11.52,23,15,8,38
95.57,96.08,96.61,11.52,23,15,8,38
95.62,96.15,96.65,13.52,23,15,8,38
95.61,96.14,96.62,13.52,23,15,8,38
95.7,96.19,96.69,13.42,22,16,6,38
95.62,96.1,96.61,13.42,22,16,6,38
95.64,96.12,96.61,13.42,22,16,6,38
95.57,96.07,96.58,13.42,22,16,6,38
95.62,96.13,96.57,13.42,22,16,6,38
95.66,96.16,96.67,13.49,23,15,8,38
95.67,96.18,96.67,13.49,23,15,8,38
95.67,96.18,96.69,13.49,23,15,8,38
95.6,96.11,96.59,13.53,24,15,9,39
95.86,96.36,96.87,13.49,23,15,8,38
95.83,96.33,96.82,13.49,23,15,8,38
95.69,96.19,96.66,13.48,23,17,6,40
95.67,96.15,96.67,13.47,23,17,6,40
95.7,96.21,96.7,13.47,23,17,6,40
95.58,96.08,96.57,13.42,23,17,6,40
95.34,95.81,96.31,13.41,23,18,5,41
95.41,95.89,96.4,13.53,25,17,8,42
95.51,96.03,96.38,13.66,25,15,10,40
95.55,95.96,96.45,13.69,25,15,10,40
95.38,95.9,96.43,13.67,24,16,8,40
95.41,95.93,96.34,13.67,24,16,8,40
95.47,95.99,96.45,13.67,24,16,8,40
95.54,96.05,96.45,13.67,24,16,8,40
95.59,96.1,96.65,13.65,23,16,7,39
95.71,96.21,96.7,13.65,23,16,7,39
95.7,96.2,96.69,13.65,23,16,7,39
95.57,96.08,96.59,13.65,23,16,7,39
95.59,96.09,96.58,13.65,23,16,7,39
95.6,96.09,96.58,13.65,23,16,7,39
95.55,96.05,96.57,13.6,23,16,7,39
95.47,95.97,96.46,13.6,23,16,7,39
95.53,96.03,96.53,13.55,23,16,7,39
95.49,95.99,96.48,13.55,23,16,7,39
95.43,95.91,96.41,13.55,23,16,7,39
95.38,95.87,96.37,13.55,23,16,7,39
95.42,95.92,96.35,13.57,24,15,9,39
95.36,95.86,96.36,13.62,24,15,9,39
95.46,95.95,96.41,13.62,24,15,9,39
95.36,95.85,96.35,13.67,24,15,9,39
95.42,95.92,96.4,13.67,24,15,9,39
95.47,95.96,96.47,13.67,24,15,9,39
95.48,95.98,96.46,13.67,24,15,9,39
95.43,95.92,96.4,13.67,24,15,9,39
95.43,95.93,96.41,13.67,24,15,9,39
95.4,95.9,96.37,13.67,24,15,9,39
95.59,96.08,96.53,13.67,24,15,9,39
95.61,96.1,96.57,13.67,24,15,9,39
95.93,96.43,96.86,13.67,24,15,9,39
95.86,96.36,96.81,13.67,24,15,9,39
95.76,96.26,96.73,13.67,24,15,9,39
95.8,96.3,96.75,12.67,23,15,8,38
95.55,96.06,96.52,12.67,23,15,8,38
95.63,96.14,96.58,12.67,23,15,8,38
95.79,96.29,96.75,12.67,23,15,8,38
95.79,96.3,96.74,12.67,23,15,8,38
95.72,96.23,96.67,12.67,23,15,8,38
95.91,96.39,96.84,12.67,23,15,8,38
95.97,96.45,96.88,12.67,23,15,8,38
95.95,96.44,96.89,12.67,23,15,8,38
96.67,97.11,97.54,12.67,23,15,8,38
96.41,96.86,97.29,12.68,23,14,9,37
96.66,97.09,97.55,12.68,23,14,9,37
96.65,97.11,97.54,12.68,23,14,9,37
96.71,97.14,97.6,12.68,23,14,9,37
96.7,97.11,97.56,12.68,23,14,9,37
96.66,97.1,97.54,12.68,24,14,10,38
96.7,97.13,97.57,12.68,24,14,10,38
96.64,97.07,97.57,12.68,24,14,10,38
96.72,97.14,97.58,12.68,24,14,10,38
96.7,97.13,97.56,12.68,24,14,10,38
96.78,97.2,97.67,12.68,24,14,10,38
96.75,97.18,97.6,12.68,24,14,10,38
96.71,97.14,97.58,13,23,13,10,36
96.64,97.08,97.5,13,23,13,10,36
96.74,97.14,97.61,13,23,13,10,36
96.7,97.11,97.61,13,23,13,10,36
96.61,97.01,97.45,13,23,13,10,36
96.59,97.02,97.45,13,23,13,10,36
96.68,97.1,97.45,13,23,13,10,36
96.8,97.2,97.64,13,23,13,10,36
96.82,97.23,97.67,13,23,13,10,36
96.71,97.14,97.59,13,23,13,10,36
96.66,97.07,97.51,13,23,13,10,36
96.75,97.15,97.58,13,23,13,10,36
96.76,97.19,97.62,13,23,13,10,36
96.99,97.41,97.86,13,23,13,10,36
96.89,97.25,97.71,13,23,13,10,36
96.87,97.28,97.7,13,23,13,10,36
96.99,97.36,97.82,13,23,13,10,36
97.07,97.44,97.89,13,23,13,10,36
96.94,97.29,97.75,13,23,13,10,36
96.55,97,97.39,13,23,13,10,36
96.79,97.2,97.67,13,23,13,10,36
96.5,96.9,97.35,13,23,13,10,36
96.51,96.97,97.42,13,23,13,10,36
96.8,97.23,97.68,13,23,13,10,36
96.6,97.02,97.45,13,23,13,10,36
96.18,96.57,97.02,13,23,13,10,36
95.55,95.94,96.41,13,23,13,10,36
94.74,95.06,95.53,13,23,13,10,36
94.52,95,95.47,13,23,13,10,36
94.64,94.94,95.39,13,23,13,10,36
94.4,94.74,95.21,13,23,13,10,36
94.21,94.59,95.04,13,23,13,10,36
94.35,94.74,95.18,13,23,13,10,36
94.85,95.2,95.64,13,23,13,10,36
94.8,95.23,95.62,1.16,10,7,3,17
94.81,95.21,95.62,1.16,10,7,3,17
94.67,95.16,95.53,1.16,10,7,3,17
94.62,95.05,95.53,1.16,10,7,3,17
94.7,95.12,95.41,1.16,10,7,3,17
94.67,95.03,95.48,1.16,10,7,3,17
94.61,95.09,95.47,1.16,10,7,3,17
94.44,94.86,95.28,1.16,10,7,3,17
94.4,94.83,95.23,-13.94,9,9,0,18
94.32,94.73,95.14,-14.86,8,8,0,16
94.4,94.86,95.19,-14.76,8,7,1,15
94.45,94.85,95.31,-14.76,8,7,1,15
94.39,94.81,95.18,-14.76,8,7,1,15
94.51,94.92,95.26,-14.76,8,7,1,15
94.42,94.84,95.3,-9.61,11,7,4,18
94.37,94.8,95.19,-9.21,13,7,6,20
93.93,94.41,94.79,-9.31,12,7,5,19
93.71,94.16,94.59,6.04,13,5,8,18
93.79,94.26,94.63,5.46,12,6,6,18
93.91,94.37,94.79,5.66,12,5,7,17
94.11,94.58,94.99,5.76,12,5,7,17
93.88,94.32,94.76,5.46,11,6,5,17
93.8,94.26,94.67,4.42,12,8,4,20
93.97,94.42,94.84,5.29,13,9,4,22
93.78,94.24,94.65,5.59,14,8,6,22
93.97,94.42,94.82,5.6,15,7,8,22
93.78,94.23,94.64,7.22,16,5,11,21
93.58,93.99,94.35,4.88,15,6,9,21
93.05,93.53,93.94,6.44,13,8,5,21
92.82,93.28,93.66,5.97,12,8,4,20
93.06,93.52,93.93,5.96,14,7,7,21
93.02,93.49,93.9,5.98,12,5,7,17
93.29,93.79,94.2,11.03,13,5,8,18
92.94,93.39,93.79,6.31,12,5,7,17
93.06,93.54,93.94,6.64,13,8,5,21
93.02,93.45,93.86,6.95,13,7,6,20
